2016-17,name,2017-18,2018-19,2019-20_x,2019-20_y,cross_season_id
672.0,Samuel Shashoua,,,,,8a2827df-f25f-4e49-8b6b-107f275afd74
673.0,Zachary Dearnley,,,,,4271e09c-9512-4149-baac-83d33a66ee1b
674.0,Joshua Harrop,,,,,f1e1e660-9ae0-4906-9d14-137d636b95ed
675.0,Daniel Kemp,,,,,45e219be-23e5-402f-9992-d1d57816a065
676.0,Daniel Batty,,,,,d11e5054-95cd-4926-93cc-0e5f1e9ca1c8
677.0,Aaron Ramsdale,549.0,,,494.0,b9d1c261-babc-4ec7-b097-b22df1418946
678.0,Matthew Worthington,,,,,56ac29ee-744a-4d73-bae0-8f6423726d44
679.0,Sam Surridge,,599.0,71.0,71.0,55ed2b70-a2e5-434b-828a-8d427dd1bbe3
680.0,Angel Gomes,,568.0,245.0,245.0,f641cadc-6f0d-40aa-a70a-f5abdfbc96e3
681.0,Kieran O'Hara,,,,,2c488db1-c6a0-4a99-87d0-cc119c11763b
682.0,Gerhard Tremmel,,,,,74e21ec7-d9a6-4c1e-92ff-0416d4244bfd
683.0,Rene Gilmartin,,,,,a65d0b42-22d0-4077-902b-6e650adfb6be
,Sead Kolasinac,13.0,8.0,3.0,3.0,9465f990-f9aa-4141-b31c-46f0dde4c688
,Alexandre Lacazette,28.0,22.0,12.0,12.0,ea73a8d7-3503-4b63-a735-af64f4488e1d
,Reiss Nelson,489.0,19.0,,489.0,4346cde0-c5f5-471b-9cd6-1e00aaf05aa8
,Edward Nketiah,560.0,552.0,13.0,13.0,f9aaaef5-fd61-4f56-b9bc-93dd2ff7de3c
,Konstantinos Mavropanos,595.0,10.0,8.0,8.0,044f0eb8-ee67-49e4-9627-4a372eb65a78
,Pierre-Emerick Aubameyang,616.0,23.0,11.0,11.0,47737ffb-9d9d-41d5-8e1c-b73003b1959c
,Joseph Willock,634.0,566.0,,490.0,6bea20ff-8bb3-42ff-a9fc-2e502d158ced
,Jordi Osei-Tutu,644.0,,,,12d2bd7a-cc75-45aa-b6a6-dccbed707f95
,Jack Simpson,570.0,32.0,66.0,66.0,ce0a1813-6662-493e-91af-db6eabbea15d
,Connor Mahoney,585.0,,,,e50866d0-c020-449f-97bb-340883538107
,Matt Butcher,588.0,620.0,,,36baa23f-83d5-477a-a66f-2b2b7ba4642f
,Kyle Taylor,602.0,600.0,,,db3ba88c-4ce1-4d01-badd-2b36901772c4
,Niki Mäenpää,53.0,,,,417cda5f-873c-484d-96cd-ea465a51b8aa
,Mathew Ryan,54.0,47.0,47.0,47.0,38529efa-5dcf-4d68-b532-d9f034c5689e
,Lewis Dunk,55.0,48.0,42.0,42.0,5acb7eb3-58b5-413d-aba0-456da11e1e13
,Shane Duffy,56.0,49.0,37.0,37.0,cc51cbf3-9fe1-42a4-825b-a99096a69852
,Uwe Hünemeier,57.0,,,,5f281a93-5fe3-4862-bed1-6af1a101bd32
,Bruno Saltor Grau,58.0,50.0,,,07350468-1184-41c7-8dd5-f4bcd9adf7f2
,Gaëtan Bong,59.0,51.0,41.0,41.0,86a8707a-fb0a-46ab-922f-604a9034e42d
,Liam Rosenior,60.0,,,,13304b83-702c-4f56-9bdf-b7addd16376a
,Connor Goldson,61.0,,,,c83caee4-1a52-44b7-9f56-f3f44e1e5809
,Anthony Knockaert,62.0,55.0,52.0,52.0,80f75a7d-bd2f-442a-a650-1aa643a75fa1
,Dale Stephens,63.0,56.0,57.0,57.0,5bb3f143-1270-4ec5-b545-f1b543a30924
,Beram Kayal,64.0,57.0,56.0,56.0,e38a3aeb-ac1f-4d60-adc4-2b2fb57ce534
,Steve Sidwell,65.0,,,,dc4bcece-2bf5-4630-9062-487b19468f00
,Solomon March,66.0,58.0,55.0,55.0,412caedd-47c3-4f69-b13d-81cd23baa655
,Jiri Skalak,67.0,,,,6b7fd930-fee6-4d5f-b5a2-0e71f95c0110
,Oliver Norwood,68.0,,302.0,302.0,44f4a9ad-ac9c-4b4b-9166-dc3be32bacdc
,Jamie Murphy,69.0,,,,6035e1c4-9117-4699-824a-13bc7ab895c4
,Pascal Groß,70.0,59.0,49.0,49.0,e8cefe21-1ec2-4b0c-a0c2-445bdec50b0f
,Glenn Murray,71.0,62.0,44.0,44.0,4b42bfed-cba0-4a7c-a412-4bfd4ec50240
,Tomer Hemed,72.0,63.0,,,8cca6b9e-1724-4d51-9701-0079d1e3996d
,Sam Baldock,73.0,64.0,,,84d12a0b-4324-48a5-9b3c-e290209ce144
,Markus Suttner,461.0,52.0,,,59609081-b9af-4a99-962e-2f145ee49def
,Isaiah Brown,481.0,,,,20b784c5-de7b-45f8-9af3-ea7aba54101f
,Davy Pröpper,490.0,60.0,54.0,54.0,6cb8f8b3-e17e-4218-9e5f-c9a9e506b5e3
,José Heriberto Izquierdo Mena,517.0,61.0,51.0,51.0,a0558338-867e-4d21-a1b4-d58a5015a409
,Ezequiel Schelotto,538.0,53.0,,,386edf8f-bddd-44aa-bcae-0affc4b34a45
,Tim Krul,540.0,,280.0,280.0,f0aaed3f-1f72-4b28-a734-d69fbc887432
,Jayson Molumby,553.0,617.0,,,a01ea51a-26a6-4f59-ab4e-4961f3bef652
,Jürgen Locadia,604.0,65.0,45.0,45.0,31cf29eb-38fe-452c-b1ba-4e0c9e61e601
,Charlie Taylor,81.0,74.0,87.0,87.0,a2807c8b-c011-4bea-ac9a-abd46cc2b866
,Nahki Wells,185.0,86.0,,,67b58bc5-cb43-4159-84bf-43dd6b34d0ca
,Chris Wood,518.0,87.0,91.0,91.0,8f749eca-1d50-4325-a9be-52b0a32e445a
,Adam Legzdins,545.0,,,,20302c0d-a476-471e-947d-73798f0d2975
,Anders Lindegaard,554.0,485.0,,,6b64a468-5cf4-48e2-a007-41f8e582a3ba
,Dwight McNeil,646.0,534.0,97.0,97.0,68ad228d-a494-4b9a-8a4f-451c9f5a42db
,Eduardo dos Reis Carvalho,95.0,,,,64da4209-e130-4444-9a16-2778e5956146
,Antonio Rüdiger,103.0,118.0,104.0,104.0,70dbd2b7-dce6-47e0-8b1e-ccc07fff4693
,Kasey Palmer,183.0,,,,04a672e7-a8ba-4260-9252-9779d26ef978
,Tiemoué Bakayoko,463.0,129.0,,,cda8304a-3c73-4383-9eb9-5b2ed9af82e3
,Andreas Christensen,470.0,119.0,108.0,108.0,bb7338b0-d3d3-47cc-8dde-4a5ca79fb3d5
,Charly Musonda,471.0,,,,4011970a-1ae3-485b-b1ea-3217c3603791
,Álvaro Morata,472.0,134.0,,,0a02f7f0-3ecc-4d16-944a-39f4efec9995
,Fikayo Tomori,503.0,,,,10cdaeb0-3700-46a9-9c89-2e2c113ae51d
,Kyle Scott,504.0,,,,82f69e3f-efb0-4be3-9c72-fc35ee9bee66
,Jeremie Boga,509.0,,,,da2bf84d-c509-4d61-8aa4-ea6bc404fff8
,Davide Zappacosta,543.0,120.0,109.0,109.0,9bdb0883-7816-43a0-88d9-beb226ca8398
,Ethan Ampadu,558.0,130.0,121.0,121.0,e6a6bc5f-3a65-4f24-976a-a353ddc599a8
,Callum Hudson-Odoi,583.0,131.0,116.0,116.0,f0c5dbba-c613-4b1d-87e2-2082a8c9cd90
,Dujon Sterling,600.0,,,,7b359fa6-8b27-4b8d-927f-4778ecf51d7d
,Emerson Palmieri dos Santos,614.0,121.0,107.0,107.0,6ddb88eb-57e2-447b-89c7-864ba5ad2299
,Trevoh Chalobah,632.0,,,,778484e2-8e46-4290-af18-ac015d6d50b5
,Jairo Riedewald,482.0,144.0,,,c6d633e9-b337-46d3-9fe1-2a2a44d74080
,Jason Lokilo,491.0,,,,c302012d-d874-4736-8e9e-05dcf86907a6
,Levi Lumeka,544.0,,,,bfb7ac10-bc20-4058-8b8d-b97cb7b6f1eb
,Dion Henry,555.0,,,,a6d10755-d849-4f49-a16b-8ceb28bf87e6
,Jaroslaw Jach,605.0,442.0,,,f07a0159-3fd0-4ac7-be48-1d8b98152b85
,Erdal Rakip,606.0,,,,a666261c-ce03-40a7-9057-0b372813e599
,Alexander Sørloth,620.0,153.0,,,81e9877e-e032-43ad-82c1-421940fdb20e
,Nya Kirby,630.0,,,,d6b4c96c-01f2-4c1c-a5aa-f5f3669545df
,Diego Cavalieri,633.0,,,,134f9eb0-4ae2-4436-9162-f888c5c692a3
,James Daly,638.0,,,,0b02a9f4-494b-42f0-bcc6-102fafcfbe42
,Davy Klaassen,158.0,171.0,,,bf5cd664-c185-4364-af17-2390ada81232
,Sandro Ramírez,160.0,470.0,,,d046d173-4d08-4829-b4fb-f261dab3bf28
,Nikola Vlasic,539.0,173.0,,,13bc1286-8b62-43c6-abb9-0d99acbcb03f
,Beni Baningime,563.0,174.0,,,607b2947-bf9f-4e6e-9660-f293cfbc4b4a
,Cenk Tosun,592.0,177.0,146.0,146.0,ca38ad71-1912-458c-8664-0d4aec57afa1
,Luke Garbutt,629.0,,,,e64da9e1-7665-4afd-b419-f0bb21eaa19c
,Joel Coleman,162.0,598.0,,,5704fe74-46c9-45a5-82e0-08bcf4c067be
,Jonas Lössl,163.0,191.0,,479.0,5bc06619-9e5b-451e-b6ae-be5e1f31fc35
,Christopher Schindler,164.0,192.0,,,df955372-755a-47c4-9038-93494e9fa65f
,Chris Löwe,165.0,193.0,,,9ee327a9-8968-4771-aa1b-940bd0440c86
,Tommy Smith,166.0,194.0,,,75cd4cd8-4cbb-4d27-8024-a42941b78a00
,Michael Hefele,167.0,,,,78e0ee36-1818-4286-976d-8c5f0dde0ca0
,Martin Cranie,168.0,,,,e147c7cd-5f82-4410-8af3-630705559e3c
,Jon Gorenc Stankovic,169.0,522.0,,,5f71ae26-2ce0-49cf-940e-7978366afb7a
,Mark Hudson,170.0,,,,b63bd72f-6ab9-49e6-90ee-8feb6cfb6795
,Mathias Jorgensen,171.0,195.0,,,9661847d-daee-4f98-bfa6-1e866487ff13
,Aaron Mooy,172.0,199.0,,,5b9c9980-8d12-4ddc-9e1c-f51357aa8159
,Rajiv van La Parra,173.0,200.0,,,b82bc8be-b496-44b4-9592-b848e13abac7
,Jonathan Hogg,174.0,201.0,,,80374097-d9dc-4772-b77a-57c0fb70b72a
,Philip Billing,175.0,202.0,,476.0,61a33adf-788a-44f1-a94c-b60f92f99619
,Joe Lolley,176.0,,,,d8db70c7-e52d-4fa3-acf9-8343647029d5
,Jack Payne,177.0,,,,04e7d101-750f-4ae9-998a-d2d6f7dd6cba
,Dean Whitehead,178.0,,,,57696bf7-31a5-4235-8c2c-bfcfee4c7ceb
,Harry Bunn,179.0,,,,6103f811-61cf-4c40-a4c0-accb88c70ddf
,Sean Scannell,180.0,,,,2797e137-7f5d-4b4f-8c35-36e80ccdb4d3
,Elias Kachunga,181.0,212.0,,,01f7b282-891c-4dfc-b72c-1e6020bf5059
,Tom Ince,182.0,203.0,,,50eb81b1-35ae-4309-9ff5-dbfe7a4a5b22
,Danny Williams,184.0,204.0,,,f23907a0-c76c-42e4-9deb-0ea89d87d223
,Collin Quaner,186.0,209.0,,,ded56048-793d-414d-bd64-874572e5403f
,Laurent Depoitre,187.0,210.0,,,e67fa9c2-9428-49a6-a461-125704227771
,Steve Mounie,188.0,211.0,,,48321f2c-5cce-4b05-bceb-a64c15fb3001
,Scott Malone,462.0,196.0,,,ec2a9b52-acdd-4333-a79c-b4a18ab9cc61
,Florent Hadergjonaj,521.0,197.0,,,73895058-3dfc-42f1-90ee-18878f04e1cb
,Abdelhamid Sabiri,522.0,205.0,,,4882eb4e-dfe7-47e1-a924-09e0925476b8
,Robert Green,547.0,,,,0a64103f-a131-4acb-b7eb-2b64ba4e818b
,Terence Kongolo,591.0,198.0,,,985bb629-07b1-44a6-8922-52a4359602cd
,Vicente Iborra,208.0,228.0,,,24dbf417-c312-4387-a081-13cdfacb4746
,Matty James,474.0,229.0,177.0,177.0,5ce3c5a2-ea18-4b92-82f8-e92d968b26d8
,Aleksandar Dragovic,541.0,,,,1a44778e-daa1-4b6a-af18-0d5b16d10207
,Hamza Choudhury,571.0,230.0,180.0,180.0,4698f2aa-f57b-4712-b02b-122caa22d76f
,George Thomas,587.0,,,,6963dc82-c99c-40f0-aacf-1bca825c1b24
,Adrien Sebastian Perruchet Silva,589.0,231.0,,,838c32e8-9b22-40c1-91fc-24e69c47909f
,Fousseni Diabaté,601.0,232.0,,,bc446d9b-873f-404a-831d-879454268996
,Harvey Barnes,642.0,571.0,172.0,172.0,b4fa5d9c-c68b-42c5-bc39-e909ae73dd82
,Sam Hughes,645.0,,,,b9335c7b-c203-4866-b766-2c329614e95c
,Layton Ndukwu,647.0,,,,b6c02d36-9da3-4ab8-b85f-9ed6a00e4922
,Mohamed Salah,234.0,253.0,191.0,191.0,f1da7808-b05d-44fc-8794-10aede26661a
,Danny Ward,530.0,105.0,170.0,170.0,dfdd16d5-3a4a-4f1f-a0ab-86f7552b21c7
,Danny Ward,530.0,457.0,170.0,170.0,ed1a24f9-3efc-4071-a92f-910962929ca1
,Conor Masterson,639.0,,,,6a45d445-a9a7-41f0-9bbf-30026d5c4c15
,Curtis Jones,640.0,597.0,,,3f3cd740-2ea9-41bf-92dc-b4628f20375e
,Rafael Camacho,641.0,557.0,201.0,201.0,e9ad0335-a795-47e4-a608-fc3bd20359c7
,Ederson Santana de Moraes,240.0,260.0,212.0,212.0,f6539e17-009f-4fe2-a961-9edca4671b86
,Bernardo Mota Veiga de Carvalho e Silva,256.0,276.0,218.0,218.0,16f2d671-c41e-4dc5-a979-952784d01b29
,Danilo Luiz da Silva,483.0,266.0,209.0,209.0,52b33fd4-b0b1-4ea4-81b6-fde879f10cd9
,Benjamin Mendy,484.0,267.0,204.0,204.0,dd631a5e-75b9-4bef-8b24-a3a62f4728c0
,Phil Foden,492.0,277.0,220.0,220.0,57c50878-f78c-4351-aa42-ca0029d29a4f
,Brahim Diaz,493.0,278.0,,,8a4532cb-7ca4-4024-bb3e-07e1fd9393f3
,Aymeric Laporte,612.0,268.0,202.0,202.0,7951ecc7-023d-4bf5-a215-12f58fc864c9
,Lukas Nmecha,627.0,,,,8d938352-b675-4140-b15e-d7f2e9051bbd
,David De Gea,260.0,,,,cd6ca526-28bb-441b-a52d-3b6ae99e0bd3
,Victor Lindelöf,273.0,292.0,225.0,225.0,2df23c74-4e07-4c37-8766-306239255e2c
,Robert Elliot,286.0,307.0,,,1afc2a77-0ae1-4e9c-ad55-6881609934d1
,Karl Darlow,287.0,308.0,263.0,263.0,a938568f-85bc-4060-a873-0dcd63391a01
,Ciaran Clark,289.0,311.0,259.0,259.0,db24d3a2-8ed9-4e64-bcba-de39a7c1e07e
,Jamaal Lascelles,290.0,312.0,258.0,258.0,daad623e-38db-46a9-84d7-e074b8690e07
,Paul Dummett,291.0,313.0,255.0,255.0,ec1ba732-29a0-4cd7-840b-25296e76b940
,Grant Hanley,292.0,,277.0,277.0,bf773cab-d146-4777-a4b2-76b669a4731d
,Jesús Gámez Duarte,293.0,,,,0c71fa2e-9928-4cee-98cc-541f4e1537fe
,Florian Lejeune,294.0,314.0,257.0,257.0,84497ad3-a9ad-43f9-b305-383617b0c23c
,Matt Ritchie,295.0,317.0,251.0,251.0,54e1344a-ee35-4fc3-83c0-251a310f2d2f
,Jonjo Shelvey,296.0,318.0,269.0,269.0,3d468f3f-808e-41f9-a525-c7768f30a7ff
,Yoan Gouffran,297.0,,,,288ceac5-6600-4874-921f-fa824691393d
,Jack Colback,299.0,,,482.0,ab56b1e4-04e0-476d-94ea-18dbe706f506
,Christian Atsu,300.0,320.0,267.0,267.0,ead49831-5381-4221-ae0e-3c1c4fd3fe7e
,Dwight Gayle,301.0,325.0,,,92cb22fa-661d-4816-975d-1861a18ab0c4
,Ayoze Pérez,302.0,326.0,265.0,265.0,cf9d6246-52d8-4367-a0ec-385d110da1f1
,Aleksandar Mitrovic,303.0,480.0,,,75379e6e-d486-4936-9236-897be940e547
,Daryl Murphy,304.0,,,,bea6f145-f76f-4248-bc22-5c4b8eca20ee
,Massadio Haidara,465.0,,,,57eafa1d-ea1c-4057-bded-051a2af31f70
,Siem de Jong,466.0,,,,a7f8ae3e-ee2c-4db4-8412-dc8565cab694
,Rolando Aarons,467.0,,,499.0,fd8adda8-01d8-46ff-b26b-2d3327535487
,Jacob Murphy,478.0,321.0,,483.0,e8ceba27-90ee-46ad-a3cf-8c8164345100
,Chancel Mbemba,494.0,316.0,,,a2580284-d319-44bc-8c6a-5421357b2587
,Mikel Merino,495.0,322.0,,,dd346b21-24f2-4d08-a9eb-9d3df67ae2f4
,Isaac Hayden,496.0,323.0,271.0,271.0,efa11e8d-1a3e-4622-a092-d7e63780e29d
,Henri Saivet,516.0,,,,4dace6bf-4e4c-4088-ab36-20d85d3a49b6
,Freddie Woodman,529.0,,,,97d3e7b3-e547-45fb-b5ff-04d35b093332
,Martin Dubravka,621.0,309.0,262.0,262.0,0073cc0c-78b8-4697-879e-f1335c5729d3
,Jan Bednarek,315.0,335.0,307.0,307.0,08b5eebb-e59b-4591-8053-02a232de59fb
,Mario Lemina,500.0,344.0,324.0,324.0,9b4a9a0f-4fa3-4c40-8bbc-bb8a13a679a4
,Wesley Hoedt,525.0,336.0,,485.0,b2263f1d-1f97-4035-8946-5e2a55084408
,Michael Obafemi,603.0,550.0,314.0,314.0,05752323-ea92-4af5-aa09-6afe1fd963da
,Guido Carrillo,607.0,350.0,,,3a83af8f-a51d-48f4-ba8a-83890ec84f67
,Bojan Krkic Perez,344.0,,,,979cba6b-d932-4d2d-b16c-76f2592bc85c
,Eric Maxim Choupo-Moting,497.0,,,,c82db44d-c0b4-4de3-a792-6df2a195cbc0
,Jesé Rodríguez Ruiz,512.0,,,,d11a8a0d-25e8-4fb2-b64d-bc17397ac600
,Harry Souttar,550.0,,,,6e9e8007-99a5-4512-a269-43647552e193
,Moritz Bauer,594.0,,,,6a8d76fc-ef1f-4d5f-aa68-3377e7b0cd8e
,Konstantinos Stafylidis,599.0,,,,6bbef8d2-10af-488f-9707-b115cebed3f8
,Papa Alioune Ndiaye,619.0,,,,49bd21f5-a610-4c3e-8ec9-e96036ad802f
,Tyrese Campbell,628.0,,,,d51adcad-f85f-4ea2-a1ef-0550ef2d579e
,Lasse Sorenson,637.0,,,,41323f12-d293-4529-8999-d37ddf0f1892
,Roque Mesa,370.0,,,,d9a7ca91-5f6e-4e77-a600-1666eae9f693
,Tammy Abraham,374.0,496.0,,460.0,09283346-fccb-4506-bc88-fcd4c03579f2
,Kyle Bartley,485.0,,,,7925db37-1a81-431b-b9ac-c244d9bb86dd
,Renato Sanches,535.0,,,,42d49d2b-fa0a-4946-abc2-c50870f537f5
,Joe Rodon,561.0,,,,3b318bad-ea07-4beb-9eef-6d3741fd5229
,Erwin Mulder,576.0,,,,9b4a0e7d-cbe8-4580-97a2-26c3847e896d
,Kyle Walker-Peters,498.0,358.0,337.0,337.0,379a9ebd-dd70-4113-8a72-d11e5be755bc
,Davinson Sánchez,520.0,359.0,333.0,333.0,45c600bf-f201-4ff3-9952-07d785e6d879
,Tashan Oakley-Boothe,531.0,,,,7ab6166d-d1bd-4550-9583-bffe46997f93
,Serge Aurier,532.0,360.0,336.0,336.0,5739ca46-d0ca-4af4-9188-75ce5df3213c
,Juan Foyth,534.0,549.0,335.0,335.0,81b81351-1d75-4342-b459-4f9f26c8c79c
,Alfie Whiteman,566.0,538.0,,,e7a2c8df-2ad3-4c96-abf7-8fa3dca9c408
,Lucas Rodrigues Moura da Silva,617.0,370.0,345.0,345.0,34e3beef-1085-4c6c-ae68-747bb2ea5d02
,Kazaiah Sterling,643.0,578.0,,,3bf74a4d-744a-4920-a1b0-ac507c78d940
,Francisco Femenía Far,407.0,383.0,357.0,357.0,363c89b2-efd2-45dc-a84f-ba3889535a3c
,Will Hughes,416.0,392.0,370.0,370.0,793870cd-23d5-46ab-8fd1-4e3d52cb5b2b
,Richarlison de Andrade,501.0,393.0,150.0,150.0,6f427aa5-6254-48b1-b1a1-5900fb824c4b
,André Carrillo,527.0,,,,8509396b-7b71-48f6-94ca-d4434e228ebd
,Orestis Karnezis,536.0,,,,f115a1b2-bf9c-435e-85ec-709069421415
,Marvin Zeegelaar,537.0,384.0,,,ef8083f5-7a90-4b08-8f6a-3cf76f1eb8aa
,Daniel Bachmann,582.0,,,,f2bcbe41-e844-4273-89b8-2c946a4ea33a
,Dodi Lukebakio,615.0,,,,999e06c1-811b-47e1-8f3d-5c740f3ddf71
,Joy Mukena,625.0,,,,c4728f73-81b4-410b-ac49-8e31a4f19a7c
,Ahmed El-Sayed Hegazi,468.0,,,,dcdade8e-a86f-4bd5-a7db-2878129f90cf
,Oliver Burke,524.0,,,,8f8c5d50-0e9c-49d9-9d53-8aed542f09bf
,Grzegorz Krychowiak,533.0,,,,312fcefc-22e6-4067-88b6-2335ab4589f3
,Max Melbourne,572.0,,,,0ea782c3-7e5e-43fd-b0b7-c9ad0bb69223
,Rayhaan Tulloch,577.0,,,,8cd35c3f-3a0b-4f82-87be-4c63237bb9f5
,Nathan Ferguson,578.0,,,,f341134b-74db-49c5-a92b-80f8523d4d33
,Ali Gabr,610.0,,,,e40d76cf-f76c-4203-ab33-8b84177eadb1
,Kyle Jameson,624.0,,,,3e7a66c5-f444-4b58-a04c-c85784a7277f
,Javier Hernández Balcázar,487.0,419.0,386.0,386.0,80779fc7-95e3-4928-a7e9-88b8b95e4879
,Sead Haksabanovic,526.0,,,,d89e45a1-7d9d-4386-a4cf-d8c88c63bdcb
,Antonio Martinez Lopez,567.0,,,,15177c1f-f494-4a6d-992d-41ec8c102af6
,Ben Johnson,573.0,605.0,384.0,384.0,61602c2d-7e98-48d5-87bc-afdb4e7968f9
,Nathan Trott,574.0,,,,f478c392-d5e6-4567-86db-c9a60f38a3bc
,João Mário Naval Costa Eduardo,608.0,,,,62fe9cde-8420-4f24-9930-61a9521f013c
,Jordan Hugill,622.0,420.0,,,5aafdae5-87e4-47f1-a226-f40024004127
,Patrice Evra,626.0,,,,497b71b2-cca6-44e1-ab00-ec902cbbefb8
,Josh Pask,635.0,,,,849d5bc6-2705-4be8-a87b-cd8ba0179c13
,Grady Diangana,636.0,539.0,398.0,398.0,5624c6be-f06b-4df8-852b-aaebbeb95bf5
,Bernd Leno,,2.0,14.0,14.0,118847bf-ee13-402e-aeaa-5737478e248d
,Stephan Lichtsteiner,,11.0,,,5b4f6e27-90c4-4cfd-a9b7-ef2ae3fda9b8
,Sokratis Papastathopoulos,,12.0,5.0,5.0,03369a5d-83a8-489b-96c8-f3ff4a4fe1a4
,Lucas Torreira,,450.0,19.0,19.0,3c6dc296-4eb1-4f06-a7e3-27ae57b44c1f
,Matteo Guendouzi,,451.0,21.0,21.0,ce23aae3-06d4-4220-beb3-bd0cf3d7c0cd
,Emiliano Martínez,,542.0,,427.0,c10ff959-96ac-4bfb-a8a4-fd2617b7c763
,Emile Smith-Rowe,,545.0,,,ef1f9ba0-949b-4000-8868-20d212851c78
,Zech Medley,,546.0,,,bb698ba7-ae35-4671-b546-2ec8a610e7ff
,Bukayo Saka,,563.0,,,406f4036-7be7-4397-a0de-c21403a27f47
,Denis Suárez,,586.0,,,78f48c1a-728f-44da-96d7-3ea2128834d7
,David Brooks,,42.0,76.0,76.0,4ff2259c-8809-471e-a5a7-c1ec5f6bd977
,Diego Rico,,473.0,65.0,65.0,7f3f216a-a68a-4976-b840-9e1ca5295063
,Jefferson Lerma,,494.0,82.0,82.0,371e89a7-41d4-4494-aa64-8a7e1183b565
,Chris Mepham,,580.0,61.0,61.0,4031633d-713d-4b13-898b-272dc49f4bd0
,Nnamdi Ofoborh,,613.0,,,cfe44c6a-83e1-473a-b3d3-c36f1c9417da
,Mark Travers,,616.0,74.0,74.0,8d2527bd-87e4-444b-8775-02cbe7c56af6
,Leon Balogun,,54.0,40.0,40.0,fa492297-d39a-4ca2-8190-4c6249b653ca
,Florin Andone,,66.0,46.0,46.0,170dfb01-8169-467b-a76f-d530abcd9dc6
,David Button,,179.0,48.0,48.0,3de4c849-ce36-4e1c-837c-b78be7ae112b
,Jason Steele,,439.0,,,a26e2318-bd88-46d8-89c2-8df2d5fe34f1
,Bernardo Fernandes da Silva Junior,,440.0,39.0,39.0,e5def9f9-9635-4a15-906d-798818155d0d
,Yves Bissouma,,466.0,53.0,53.0,5fe389f1-a078-4fad-afdb-28f5ac62b29b
,Alireza Jahanbakhsh,,476.0,50.0,50.0,35c98f75-d1ba-4169-a1e2-a02fdbb28d92
,Martín Montoya,,503.0,38.0,38.0,c76bd278-fa43-497a-9ebf-522d8024eab8
,Viktor Gyokeres,,551.0,,,c60b32f8-4bd8-458a-b770-537154278b3a
,Ben White,,559.0,,,9148c557-b1a9-48e9-a0fd-e459820a5c3a
,Max Sanders,,572.0,,,632d89cd-8967-45f6-814f-f4d344da9bd5
,Dan Burn,,582.0,,475.0,82f1b19b-046a-419a-a50b-78c67c3c2327
,Abd-Al-Ali Morakinyo Olaposi Koiki,,564.0,,,9d18a4bc-a071-4710-a7fb-f2dc969f3fcd
,Josh Benson,,583.0,,,67a547f0-9338-458d-9fa4-9ef916a0f5a4
,Anthony Driscoll-Glennon,,615.0,,,e0619faf-6618-47a6-af22-7c4707b394ee
,Neil Etheridge,,88.0,,,ab8d7f99-ee2e-475c-bcee-11219fc5b752
,Alex Smithies,,89.0,,,0f5d39c6-4b08-4c9c-aff0-c9e161e2f777
,Sean Morrison,,90.0,,,ef062c9f-405c-4224-ab62-9de843e9d366
,Sol Bamba,,91.0,,,1ab096f6-2e97-4fcd-a24d-703439086875
,Bruno Ecuele Manga,,92.0,,,bee037a7-23d1-464b-ba1a-34e10edfcee4
,Matthew Connolly,,93.0,,,1d556df4-f4a9-4686-98a1-77d39cc903a7
,Joe Bennett,,94.0,,,9d0e9c2a-ecdb-4e3f-8b1b-c49fe16798f0
,Lee Peltier,,95.0,,,2a82ceaf-a985-47d9-aba0-7221a42f2351
,Ashley Darel Jazz Richards,,96.0,,,5a0111ce-4924-4cbd-b72b-91fc96608391
,Greg Halford,,97.0,,,78f63100-949c-4b2a-a9fc-1ca63b34d760
,Joe Ralls,,98.0,,,66959d6a-e1ca-4569-b4fb-bb7211e357a2
,David Junior Hoilett,,99.0,,,d744e1ed-da67-4a1b-8c2c-07a228264041
,Nathaniel Mendez-Laing,,100.0,,,996751eb-bf8c-4d34-821d-9a24e0bebbfc
,Callum Paterson,,101.0,,,4edf3c47-197a-4478-a8dc-26b7010f98ed
,Aron Gunnarsson,,102.0,,,4b178ba1-1158-446b-8ce0-e01959a889a2
,Anthony Pilkington,,103.0,,,46540687-fbd0-4462-b912-068bd59a4aab
,Loïc Damour,,104.0,,,6c577ae4-0237-41da-8fe9-edd399149637
,Josh Murphy,,106.0,,,5b9bd8c3-2c54-4534-b3aa-b215766a44da
,Kenneth Zohore,,107.0,,,1a226dda-c26b-49a9-9884-0ceefe9dfddb
,Omar Bogle,,108.0,,,56c63832-de71-4f67-a302-22a0c1ab6240
,Gary Madine,,109.0,,,9b61422a-9e7c-4209-a331-6cd88fe1ae1d
,Bobby Reid,,110.0,,,b9c87905-bfde-4ec5-80b0-157ab1132573
,Greg Cunninghamm,,467.0,,,8aa12971-8207-46df-a22a-89f75375b2fe
,Víctor Camarasa,,504.0,,,deab252c-fd56-477b-9185-680085a321fc
,Kadeem Harris,,535.0,,,50c944aa-2ba3-4538-be96-8aa314dbfd8b
,Brian Murphy,,537.0,,,b964cc25-c5ed-4002-b164-c4c9ab16b801
,Rhys Healey,,573.0,,,22d7bb7e-2435-404e-be97-74c65278c773
,Leandro Bacuna,,589.0,,,873209bc-82c6-4766-8f14-ba36909b5e4a
,Jorge Luiz Frello Filho,,459.0,118.0,118.0,047df17a-b2bc-428a-8fdf-0297c64dd73c
