assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,year,Season,news_added,"year, id",uuid,position
1,6,413,100,100,6,80447,0,0,-4,4,67.0,0,0.0,2,-0.1,0.0,2,Maya,1.5,32,2,83.0,308,False,525.2,0.0,0.0,0.0,0.0,2049,,46,0,0,0,80447.jpg,3.2,1,0,Yoshida,1.7,False,3,a,14,20,236.0,76,489589,0,491094,0,0.3,16.5,Yoshida,2,2017,2017-18,2018-02-17T16:01:19Z,"(2017, 308)",dbd3d2f3-eb78-4e3e-85c1-782077600fdf,DEF
0,0,35,0,0,0,169359,0,0,-2,2,38.6,0,0.0,2,0.0,0.0,0,Matt,0.0,6,0,8.1,309,False,42.2,0.0,0.0,0.0,0.0,166,Season-long loan to Fulham,43,0,0,0,169359.jpg,1.0,0,0,Targett,0.1,False,33,u,14,20,0.0,2,1586,0,7584,0,0.0,0.5,Targett,0,2017,2017-18,2018-01-22T09:31:16Z,"(2017, 309)",8c28788f-2664-4347-a38d-2b2b46a80d55,DEF
3,2,481,100,100,7,58822,0,0,-3,3,455.6,1,0.0,2,2.3,1.8,1,Cédric,3.3,44,0,112.3,310,False,507.0,0.0,0.0,0.0,0.0,2794,,47,0,0,0,58822.jpg,2.7,0,0,Soares,4.0,False,2,a,14,20,159.0,85,333610,0,733910,0,0.7,18.1,Cédric,3,2017,2017-18,2018-01-13T15:01:17Z,"(2017, 310)",c2974cb5-f86f-4c6e-b8b3-a8b77266d10b,DEF
1,1,47,100,100,0,40833,0,0,-3,3,29.9,0,0.0,2,-1.5,-1.5,0,Jérémy,0.0,3,0,10.0,312,False,65.8,0.0,0.0,0.0,0.0,180,,42,0,0,0,40833.jpg,3.5,0,0,Pied,0.1,False,26,a,14,20,4.0,7,3537,0,6577,0,0.0,1.7,Pied,0,2017,2017-18,2018-01-13T15:01:17Z,"(2017, 312)",550df303-31e7-45d1-8084-c6afa45dcdda,DEF
0,2,360,100,100,5,88900,0,0,-5,5,68.3,1,0.0,2,-0.3,-0.2,2,Jack,1.3,33,2,79.9,313,False,506.6,0.0,0.0,0.0,0.0,1980,,45,0,0,0,88900.jpg,2.6,1,0,Stephens,0.5,False,5,a,14,20,224.0,58,79714,0,101513,0,0.3,12.9,Stephens,6,2017,2017-18,2018-04-08T16:01:19Z,"(2017, 313)",97d6ffd6-1fc2-4765-8dbd-b655bdc9d4f6,DEF
0,2,49,100,100,1,153373,0,0,-3,3,34.2,0,0.0,2,-1.3,-1.2,1,Sam,0.3,2,0,7.2,314,False,29.4,0.0,0.0,0.0,0.0,142,,42,0,0,0,153373.jpg,2.0,0,0,McQueen,0.1,False,38,a,14,20,8.0,14,4234,0,6615,0,0.1,3.3,McQueen,0,2017,2017-18,2018-04-14T11:31:20Z,"(2017, 314)",4bb30ce7-7621-42f2-96fa-4799c1dba22a,DEF
0,0,88,75,75,2,171771,0,0,-4,4,1.9,1,0.0,2,2.2,1.7,0,Jan,3.7,5,1,13.1,315,False,110.0,0.0,0.0,0.0,0.0,427,Head injury - 75% chance of playing,41,0,0,0,171771.jpg,4.4,0,0,Bednarek,0.6,False,35,d,14,20,19.0,22,40972,0,18549,0,0.9,5.4,Bednarek,1,2017,2017-18,2018-05-08T20:31:19Z,"(2017, 315)",3c15a025-cb81-4380-9246-05b624c14650,DEF
2,6,337,50,50,4,17339,0,0,-3,3,350.8,2,0.0,3,-0.7,-0.7,0,Steven,0.2,21,3,82.5,316,False,345.2,0.0,0.0,0.0,0.0,1515,Achilles injury - 50% chance of playing,47,0,0,0,17339.jpg,3.1,0,0,Davis,1.3,False,8,d,14,20,126.0,71,482895,0,458011,0,0.0,15.1,Davis,0,2017,2017-18,2018-04-27T08:31:16Z,"(2017, 316)",27162ef3-0b0c-4ac6-bc14-1c0542d77708,MID
5,8,367,None,None,2,101178,0,0,-6,6,613.9,1,0.0,3,-0.1,-0.3,0,James,1.2,29,3,127.1,317,False,363.4,0.0,0.0,0.0,0.0,1708,,49,0,0,0,101178.jpg,2.8,0,0,Ward-Prowse,1.7,False,16,a,14,20,296.0,84,246468,0,283475,0,0.2,17.1,Ward-Prowse,3,2017,2017-18,None,"(2017, 317)",938a0590-e703-4bd8-b636-3395e3f8acc1,MID
3,10,464,None,None,10,62399,0,0,-3,3,950.9,2,0.0,3,5.1,4.3,2,Dusan,5.8,43,6,219.5,318,False,588.6,0.0,0.0,0.0,0.0,2791,,62,0,0,0,62399.jpg,3.4,0,0,Tadic,3.2,False,11,a,14,20,656.0,122,337790,0,343592,0,0.9,19.7,Tadic,4,2017,2017-18,None,"(2017, 318)",21ee648c-9cff-4894-aff8-ec195bba4a79,MID
0,0,0,0,0,0,85654,0,0,-1,1,0.0,0,0.0,3,0.0,0.0,0,Jordy,0.0,0,0,0.0,319,False,0.0,0.0,0.0,0.0,0.0,0,Season-long loan to Club Brugge,44,0,0,0,85654.jpg,0.0,0,0,Clasie,0.1,False,4,u,14,20,0.0,0,4037,0,18877,0,0.0,0.0,Clasie,0,2017,2017-18,2017-08-31T22:20:53Z,"(2017, 319)",4efb1a60-3275-4f01-8fcc-4cb1a47b85ca,MID
0,0,474,100,100,8,78056,0,0,-3,3,338.7,0,0.0,3,0.3,0.3,2,Oriol,1.8,47,1,118.7,320,False,616.2,0.0,0.0,0.0,0.0,2897,,42,0,0,0,78056.jpg,2.0,0,0,Romeu Vidal,2.5,False,14,a,14,20,231.0,68,213189,0,307748,0,0.4,16.2,Oriol Romeu,11,2017,2017-18,2017-11-18T18:01:15Z,"(2017, 320)",4347e589-ea8b-4eb1-b3a9-7d489ff05672,MID
0,0,261,100,100,3,132015,0,0,-2,2,258.4,0,0.0,3,0.3,0.2,1,Pierre-Emile,1.7,30,0,67.6,321,False,266.6,0.0,0.0,0.0,0.0,1666,,43,0,0,0,132015.jpg,1.7,0,0,Højbjerg,0.4,False,23,a,14,20,148.0,39,44057,0,40014,0,0.4,9.1,Højbjerg,6,2017,2017-18,2017-09-23T13:01:15Z,"(2017, 321)",e5a50ccf-1317-4603-96ad-d6c89255f7c2,MID
2,2,215,100,100,1,128198,0,0,-3,3,351.6,0,0.0,3,-1.5,-1.5,0,Sofiane,0.0,24,2,103.7,322,False,289.4,0.0,0.0,0.0,0.0,1206,,57,0,0,0,128198.jpg,2.1,0,0,Boufal,0.2,False,19,a,14,20,397.0,55,18058,0,23999,0,0.0,9.6,Boufal,1,2017,2017-18,2018-04-18T13:31:18Z,"(2017, 322)",fc8f5b7e-0b6f-4673-be21-092c613bc680,MID
0,0,18,None,None,1,153379,0,0,-2,2,43.5,0,0.0,3,-1.3,-1.3,0,Joshua,0.2,2,0,22.5,323,False,32.6,0.0,0.0,0.0,0.0,160,,43,0,0,0,153379.jpg,1.3,0,0,Sims,0.1,False,39,a,14,20,149.0,8,7556,0,7271,0,0.0,1.9,Sims,0,2017,2017-18,None,"(2017, 323)",3ce80e9e-b1ef-46e6-829f-20ab73c69966,MID
3,3,296,None,None,7,83283,0,0,-6,6,630.9,0,0.0,3,0.9,1.0,3,Nathan,2.5,31,1,147.2,324,False,347.0,0.0,0.0,0.0,0.0,1938,,59,0,0,0,83283.jpg,2.3,0,0,Redmond,1.8,False,22,a,14,20,493.0,72,86567,0,377921,0,0.4,12.2,Redmond,3,2017,2017-18,None,"(2017, 324)",36064852-b0d8-45ee-9982-da9ab0c5bd5d,MID
2,0,167,100,100,4,20452,0,0,-4,4,301.9,0,0.0,4,-0.5,-0.5,1,Shane,1.0,28,2,104.6,325,False,235.6,0.0,0.0,0.0,0.0,1570,,56,0,0,0,20452.jpg,1.8,0,0,Long,0.5,False,7,a,14,20,512.0,53,50118,0,64859,0,0.2,9.5,Long,6,2017,2017-18,2018-04-14T11:31:20Z,"(2017, 325)",c1862db5-f64e-4b93-85cc-053fd03a8a83,FWD
1,9,215,100,100,4,78356,0,0,-7,7,89.4,1,0.0,4,0.5,0.5,2,Charlie,2.0,15,7,107.7,326,False,302.8,0.0,0.0,0.0,0.0,1024,,58,0,0,0,78356.jpg,3.0,0,0,Austin,1.4,False,10,a,14,20,689.0,72,484100,0,482256,0,0.3,12.4,Austin,2,2017,2017-18,2018-03-31T13:01:18Z,"(2017, 326)",e8e61640-3ceb-4f87-b8f2-668ccb2644d4,FWD
0,10,204,100,100,4,61548,0,0,-8,8,133.9,1,0.0,4,0.3,0.0,0,Manolo,1.5,17,5,58.6,327,False,203.0,0.0,0.0,0.0,0.0,1067,,62,0,0,0,61548.jpg,2.4,0,0,Gabbiadini,1.4,False,20,a,14,20,269.0,66,269429,0,502824,0,0.2,10.6,Gabbiadini,2,2017,2017-18,2018-02-03T14:01:20Z,"(2017, 327)",d069d90f-7c39-40b3-b365-ecd1139e9517,FWD
1,5,337,75,75,4,151086,0,0,-2,2,170.6,0,0.0,3,-0.2,-0.4,0,Mario,1.0,31,1,67.8,500,False,363.6,0.0,0.0,0.0,0.0,1715,Hamstring injury - 75% chance of playing,48,0,0,0,151086.jpg,2.3,0,0,Lemina,0.2,False,18,d,14,20,145.0,58,30439,0,33957,0,0.2,12.1,Lemina,2,2017,2017-18,2018-05-05T20:01:18Z,"(2017, 500)",12d9c7ef-4df5-480d-947c-eb154f182210,MID
0,0,0,None,None,0,3201,0,0,0,0,0.0,0,0.0,1,-1.5,-1.5,0,Stuart,0.0,0,0,0.0,506,False,0.0,0.0,0.0,0.0,0.0,0,,40,0,0,0,3201.jpg,0.0,0,0,Taylor,0.4,False,28,a,14,20,0.0,0,18413,0,13590,0,0.0,0.0,Taylor,0,2017,2017-18,None,"(2017, 506)",783cb0d2-e9b8-4d7e-8fa9-977860560822,GK
2,11,532,100,100,5,167075,0,0,0,0,130.9,0,0.0,2,2.9,2.5,2,Wesley,4.0,42,0,93.8,525,False,661.6,0.0,0.0,0.0,0.0,2520,,50,0,0,0,167075.jpg,2.6,0,0,Hoedt,0.1,False,6,a,14,20,146.0,74,15172,0,10562,0,0.8,14.8,Hoedt,7,2017,2017-18,2018-01-13T15:01:17Z,"(2017, 525)",062fd6bf-e974-4658-8dc1-58f5ba5b10bb,DEF
0,0,-1,None,None,0,220598,0,0,0,0,1.3,0,0.0,4,-1.5,-1.5,0,Michael,0.0,0,0,0.3,603,False,0.0,0.0,0.0,0.0,0.0,8,,45,0,0,0,220598.jpg,1.0,0,0,Obafemi,0.7,False,61,a,14,20,4.0,1,87473,0,50835,0,0.0,0.2,Obafemi,0,2017,2017-18,None,"(2017, 603)",cd28e10f-401d-4ad5-b92a-bbadef8d3b71,FWD
1,0,40,None,None,1,98914,0,0,-6,6,64.2,0,0.0,4,-1.5,-1.5,0,Guido,0.0,8,0,29.4,607,False,50.2,0.0,0.0,0.0,0.0,449,,59,0,0,0,98914.jpg,2.1,0,0,Carrillo,0.0,False,9,a,14,20,179.0,15,15692,0,13829,0,0.0,2.5,Carrillo,0,2017,2017-18,None,"(2017, 607)",74383e5e-f1cb-437d-a2e5-8589ff935572,FWD
0,5,554,100,100,7,103192,0,0,-1,1,91.8,0,0.0,2,2.0,1.9,2,Kurt,2.4,50,1,114.4,99,False,814.2,0.0,0.0,0.0,0.0,2887,,54,0,0,0,103192.jpg,2.6,0,0,Zouma,2.0,False,6,a,15,110,235.0,87,108628,0,173863,0,0.4,16.1,Zouma,1,2017,2017-18,2018-04-07T13:01:18Z,"(2017, 99)",6fa68d59-dbfa-48c4-8d8c-85270731034a,DEF
0,16,687,100,100,6,105666,0,0,0,0,10.0,2,0.0,1,3.3,4.1,8,Jack,4.6,61,0,102.5,328,False,1013.4,0.0,0.0,0.0,0.0,3150,,50,1,0,0,105666.jpg,3.6,0,145,Butland,2.5,False,1,a,15,110,0.0,125,161185,0,186313,0,0.9,25.0,Butland,0,2017,2017-18,2018-02-03T14:01:20Z,"(2017, 328)",63f3a840-ece2-44df-9ac3-7165e7faacb0,GK
0,0,44,100,100,0,6744,0,0,-3,3,0.0,0,0.0,1,-0.5,-0.5,0,Lee,0.0,7,0,6.3,329,False,64.2,0.0,0.0,0.0,0.0,270,,42,0,0,0,6744.jpg,1.7,0,8,Grant,0.2,False,33,a,15,110,0.0,5,10026,0,29855,0,0.0,1.2,Grant,0,2017,2017-18,2018-04-16T19:01:19Z,"(2017, 329)",22361218-1c34-43e4-9f76-53a48c3d7341,GK
1,2,356,100,100,5,37869,0,0,-2,2,26.5,0,0.0,2,2.3,2.1,2,Ryan,2.6,40,1,96.0,330,False,656.0,0.0,0.0,0.0,0.0,2371,,48,1,0,0,37869.jpg,2.5,0,0,Shawcross,0.8,False,17,a,15,110,276.0,67,56205,0,103430,0,0.5,14.0,Shawcross,2,2017,2017-18,2018-02-24T12:31:19Z,"(2017, 330)",e82f44ca-db79-4cc4-8dce-fbec9e5cf86c,DEF
0,0,220,100,100,2,50089,0,0,-2,2,77.2,0,0.0,2,-0.2,-0.3,0,Geoff,0.2,30,0,39.0,331,False,265.4,0.0,0.0,0.0,0.0,1522,,43,0,0,0,50089.jpg,1.6,0,0,Cameron,0.2,False,20,a,15,110,46.0,33,31667,0,43744,0,0.0,7.7,Cameron,2,2017,2017-18,2018-04-01T12:31:19Z,"(2017, 331)",b83d7a23-9b65-4d0d-b6d6-9e54caf27ccd,DEF
1,1,456,100,100,7,39487,0,0,-3,3,247.2,0,0.0,2,2.0,1.9,2,Erik,2.4,50,0,87.3,332,False,567.4,0.0,0.0,0.0,0.0,2717,,47,0,0,0,39487.jpg,2.3,0,0,Pieters,0.4,False,3,a,15,110,58.0,71,29906,0,62245,0,0.5,15.1,Pieters,5,2017,2017-18,2018-01-20T14:01:19Z,"(2017, 332)",c7afd950-fd36-4848-b0a1-5587a29c372f,DEF
0,0,0,0,0,0,61595,0,0,0,0,0.0,0,0.0,2,0.0,0.0,0,Marc,0.0,0,0,0.0,333,False,0.0,0.0,0.0,0.0,0.0,0,Joined Spanish side Girona in season-long loan deal,45,0,0,0,61595.jpg,0.0,0,0,Muniesa,0.0,False,5,u,15,110,0.0,0,102,0,4614,0,0.0,0.0,Muniesa,0,2017,2017-18,2017-08-11T16:01:15Z,"(2017, 333)",874ba061-67dd-4b5c-91d1-bf8089f5a887,DEF
0,0,70,100,100,0,9047,0,0,-4,4,56.8,0,0.0,2,0.0,-0.1,0,Glen,0.4,14,0,18.4,335,False,86.6,0.0,0.0,0.0,0.0,546,,41,0,0,0,9047.jpg,0.6,0,0,Johnson,0.3,False,8,a,15,110,41.0,5,12341,0,37063,0,0.1,1.2,Johnson,3,2017,2017-18,2018-05-05T11:31:18Z,"(2017, 335)",bf244389-3ddd-4ce3-877b-c5d46ff33dc7,DEF
0,0,18,0,0,0,221267,0,0,-1,1,4.9,0,0.0,2,0.0,0.0,0,Josh,0.0,9,0,2.5,336,False,20.4,0.0,0.0,0.0,0.0,162,Season-long loan to MK Dons,44,0,0,0,221267.jpg,0.0,0,0,Tymon,0.0,False,12,u,15,110,0.0,0,740,0,1416,0,0.0,0.0,Tymon,0,2017,2017-18,2018-01-30T12:01:18Z,"(2017, 336)",e54f1145-bf09-471a-b522-3630c76cb808,DEF
6,12,527,100,100,6,40555,0,0,-4,4,512.3,2,0.0,3,1.8,1.5,1,Joe,2.0,55,2,154.3,337,False,691.8,0.0,0.0,0.0,0.0,3139,,51,0,0,0,40555.jpg,3.0,0,0,Allen,1.7,False,4,a,15,110,339.0,109,132625,0,260198,0,0.4,21.4,Allen,8,2017,2017-18,2017-10-21T13:01:15Z,"(2017, 337)",ba170289-1a93-463e-bfa0-fceb68ff9a45,MID
0,0,57,100,100,2,20208,0,0,-3,3,114.4,0,0.0,3,-0.5,-0.5,0,Charlie,0.0,9,0,27.1,338,False,73.2,0.0,0.0,0.0,0.0,405,,47,0,1,0,20208.jpg,0.9,1,0,Adam,0.1,False,16,a,15,110,84.0,10,3620,0,8023,0,0.0,2.1,Adam,2,2017,2017-18,2018-03-17T16:31:18Z,"(2017, 338)",061c1e86-9371-478a-815f-5c5c92c9310e,MID
0,0,0,0,0,0,12150,0,0,0,0,0.0,0,0.0,3,0.0,0.0,0,Glenn,0.0,0,0,0.0,339,False,0.0,0.0,0.0,0.0,0.0,0,Transferred to Aston Villa,45,0,0,0,12150.jpg,0.0,0,0,Whelan,0.0,False,6,u,15,110,0.0,0,146,0,863,0,0.0,0.0,Whelan,0,2017,2017-18,2017-07-22T08:39:16Z,"(2017, 339)",c36a1c12-a4db-4147-b8f7-6226bb37dcb5,MID
0,0,29,100,100,0,19568,0,0,-2,2,5.5,0,0.0,3,-0.5,-0.5,0,Ibrahim,0.0,9,0,1.8,341,False,12.6,0.0,0.0,0.0,0.0,162,,48,0,0,0,19568.jpg,1.0,0,0,Afellay,0.0,False,14,a,15,110,0.0,6,1423,0,1900,0,0.0,1.3,Afellay,1,2017,2017-18,2017-09-23T13:01:15Z,"(2017, 341)",78516b03-881d-4477-a203-58cab196e83b,MID
9,19,554,100,100,6,68312,0,0,1,-1,1151.6,1,0.0,3,4.3,3.9,3,Xherdan,4.4,58,8,255.2,342,False,718.0,0.0,0.0,0.0,0.0,3039,,61,0,1,0,68312.jpg,4.3,0,0,Shaqiri,8.6,False,22,a,15,110,676.0,155,1591278,0,1377756,0,0.7,25.4,Shaqiri,5,2017,2017-18,2018-03-17T15:01:18Z,"(2017, 342)",030c039c-a392-4112-83af-009a9b231dca,MID
0,0,0,0,0,0,102738,0,0,0,0,0.0,0,0.0,3,0.0,0.0,0,Giannelli,0.0,0,0,0.0,343,False,0.0,0.0,0.0,0.0,0.0,0,Joined Toulouse on loan for the season,45,0,0,0,102738.jpg,0.0,0,0,Imbula,0.1,False,21,u,15,110,0.0,0,980,0,8471,0,0.0,0.0,Imbula,0,2017,2017-18,2017-08-31T13:31:14Z,"(2017, 343)",08cd4aca-8087-44c9-be6e-5739b43d656a,MID
0,0,5,0,0,0,40276,0,0,0,0,13.3,0,0.0,3,0.0,0.0,0,Bojan,0.0,1,0,1.9,344,False,0.0,0.0,0.0,0.0,0.0,71,Joined Alaves on loan until the end of the season,55,0,0,0,40276.jpg,2.0,0,0,Krkic Perez,0.0,False,27,u,15,110,6.0,2,1888,0,6612,0,0.0,0.4,Bojan,0,2017,2017-18,2017-08-31T19:31:13Z,"(2017, 344)",998a0235-534c-490d-b145-1e746b500d68,MID
1,2,226,None,None,2,205102,0,0,-5,5,237.9,0,0.0,3,0.8,0.5,0,Ramadan,1.0,30,2,68.1,345,False,237.6,0.0,0.0,0.0,0.0,1227,,45,0,0,0,205102.jpg,2.1,0,0,Sobhi,0.5,False,32,a,15,110,206.0,51,41493,0,70417,0,0.2,11.3,Sobhi,2,2017,2017-18,None,"(2017, 345)",3db1e752-a162-42b2-9db9-7ac4fa922d90,MID
1,3,337,100,100,4,14295,0,0,-3,3,359.8,1,0.0,3,-0.2,0.1,2,Darren,0.6,49,1,77.8,346,False,346.2,0.0,0.0,0.0,0.0,2217,,47,0,0,0,14295.jpg,2.5,0,0,Fletcher,0.4,False,24,a,15,110,72.0,67,29331,0,59642,0,0.1,14.3,Fletcher,0,2017,2017-18,2018-02-10T14:01:19Z,"(2017, 346)",5e69ed1e-e10d-4d02-9f17-dbd3de5ba600,MID
2,6,225,100,100,2,3773,0,0,-2,2,321.2,0,0.0,4,2.3,2.7,5,Peter,3.2,27,5,99.9,347,False,289.2,0.0,0.0,0.0,0.0,1551,,48,0,0,0,3773.jpg,2.4,0,0,Crouch,2.4,False,25,a,15,110,390.0,73,387237,0,402280,0,0.7,15.2,Crouch,4,2017,2017-18,2018-02-09T23:01:19Z,"(2017, 347)",f592153b-ba1b-4879-a30e-ac08ad21d59d,FWD
3,8,350,100,100,8,61858,0,0,-3,3,285.4,0,0.0,4,2.0,1.9,2,Mame Biram,2.4,49,6,159.6,348,False,482.0,0.0,0.0,0.0,0.0,2592,,52,0,0,0,61858.jpg,2.8,0,0,Diouf,1.9,False,18,a,15,110,832.0,99,677119,0,625742,0,0.5,19.0,Diouf,6,2017,2017-18,2018-04-07T13:01:19Z,"(2017, 348)",b049fc51-8439-44a4-b58c-1d6d92f36b89,FWD
1,0,42,None,None,2,91972,0,0,-5,5,51.8,0,0.0,4,-0.5,-0.5,0,Saido,0.0,13,0,23.7,349,False,40.4,0.0,0.0,0.0,0.0,483,,55,0,1,0,91972.jpg,1.3,0,0,Berahino,0.3,False,9,a,15,110,149.0,20,15590,0,35986,0,0.0,3.6,Berahino,0,2017,2017-18,None,"(2017, 349)",bc3f5e35-a3bc-47d1-b14e-467237590c6e,FWD
0,1,196,100,100,1,97485,0,0,-5,5,38.8,0,0.0,2,-0.5,-0.5,0,Kevin,0.0,32,0,36.5,383,False,297.0,0.0,0.0,0.0,0.0,1321,,40,0,0,0,97485.jpg,1.1,0,0,Wimmer,0.3,False,5,a,15,110,28.0,19,56844,0,59555,0,0.0,4.8,Wimmer,5,2017,2017-18,2018-03-08T17:31:17Z,"(2017, 383)",5ca0e437-2c75-47e5-a400-849e72b30ec6,DEF
5,9,341,25,25,5,42564,0,0,-3,3,327.5,2,0.0,3,-0.1,-0.1,0,Eric Maxim,0.0,45,5,168.1,497,False,505.6,0.0,0.0,0.0,0.0,2241,Knock - 25% chance of playing,52,0,0,0,42564.jpg,3.6,0,0,Choupo-Moting,1.9,False,10,d,15,110,851.0,107,847130,0,805583,0,0.0,20.6,Choupo-Moting,3,2017,2017-18,2018-03-17T17:31:18Z,"(2017, 497)",93b4c4db-15d2-4fd1-8b2b-d1f0406083df,MID
1,2,93,0,0,1,93127,0,0,-6,6,127.7,1,0.0,3,0.0,0.0,0,Jesé,0.0,17,1,40.8,512,False,110.4,0.0,0.0,0.0,0.0,609,Compassionate leave.  - Unknown return date,54,0,0,0,93127.jpg,2.4,0,0,Rodríguez Ruiz,2.0,False,11,n,15,110,171.0,31,579574,0,590355,0,0.0,5.7,Jesé,0,2017,2017-18,2018-05-03T22:01:18Z,"(2017, 512)",4d0cb0ce-f317-496d-aa95-34a88df6a6f2,MID
0,0,171,0,0,1,85352,0,0,-1,1,48.3,0,0.0,2,0.0,0.0,0,Bruno,0.8,28,0,35.1,513,False,241.8,0.0,0.0,0.0,0.0,1242,Groin Injury - Unknown return date,49,0,0,0,85352.jpg,1.2,0,0,Martins Indi,0.0,False,15,i,15,110,60.0,20,3316,0,3578,0,0.2,4.1,Martins Indi,3,2017,2017-18,2018-04-28T14:31:18Z,"(2017, 513)",c41b68dc-49ee-4927-a758-3fb3552b9794,DEF
0,0,0,0,0,0,194190,0,0,0,0,0.0,0,0.0,2,0.0,0.0,0,Harry,0.0,0,0,0.0,550,False,0.0,0.0,0.0,0.0,0.0,0,Season-long loan to  Ross County,40,0,0,0,194190.jpg,0.0,0,0,Souttar,0.1,False,36,u,15,110,0.0,0,10514,0,8369,0,0.0,0.0,Souttar,0,2017,2017-18,2018-01-26T10:42:07Z,"(2017, 550)",643db747-b953-415c-8050-45ebc7d6d661,DEF
0,0,81,100,100,0,209212,0,0,0,0,23.0,0,0.0,2,-0.5,-0.5,0,Thomas,0.0,15,0,12.7,556,False,93.4,0.0,0.0,0.0,0.0,481,,40,0,0,0,209212.jpg,1.0,0,0,Edwards,0.3,False,42,a,15,110,10.0,6,49115,0,31310,0,0.0,1.5,Edwards,0,2017,2017-18,2017-10-16T18:01:15Z,"(2017, 556)",f468725f-de84-4ba3-8762-94d146928551,DEF
0,0,4,0,0,0,200455,0,0,0,0,1.8,0,0.0,4,0.0,0.0,0,Julien,0.0,2,0,0.3,562,False,1.0,0.0,0.0,0.0,0.0,19,Season-long loan to Walsall,45,0,0,0,200455.jpg,1.0,0,0,Ngoy,0.3,False,28,u,15,110,0.0,1,76059,0,58245,0,0.0,0.2,Ngoy,0,2017,2017-18,2018-02-01T10:36:12Z,"(2017, 562)",9f77dfad-4090-4e08-9dbe-13cc75432026,FWD
0,0,0,None,None,0,112316,0,0,0,0,0.0,0,0.0,1,-0.5,-0.5,0,Jakob,0.0,0,0,0.0,569,False,0.0,0.0,0.0,0.0,0.0,0,,40,0,0,0,112316.jpg,0.0,0,0,Haugaard,0.1,False,29,a,15,110,0.0,0,6034,0,3144,0,0.0,0.0,Haugaard,0,2017,2017-18,None,"(2017, 569)",d5dae31d-72d5-4327-8f85-cd66cc8340d3,GK
0,0,13,100,100,0,20481,0,0,0,0,17.8,0,0.0,3,0.0,0.1,1,Stephen,0.6,4,0,4.3,590,False,14.4,0.0,0.0,0.0,0.0,128,,45,0,0,0,20481.jpg,1.0,0,0,Ireland,0.0,False,7,a,15,110,11.0,4,2315,0,2044,0,0.1,0.9,Ireland,1,2017,2017-18,2018-04-01T12:31:19Z,"(2017, 590)",b20bdc96-ff25-4bca-9c1b-77cfa915f1b8,MID
0,1,201,None,None,5,102366,0,0,0,0,189.9,0,0.0,2,3.3,2.7,1,Moritz,3.2,18,0,44.0,594,False,181.8,0.0,0.0,0.0,0.0,1307,,45,0,0,0,102366.jpg,2.7,0,0,Bauer,0.4,False,2,a,15,110,67.0,41,64966,0,40910,0,0.7,9.1,Bauer,4,2017,2017-18,None,"(2017, 594)",6c31cb31-51f7-4bb0-91bf-77b105388e82,DEF
0,0,38,0,0,0,93001,0,0,-2,2,23.8,0,0.0,2,0.0,0.0,0,Konstantinos,0.0,6,0,11.0,599,False,68.2,0.0,0.0,0.0,0.0,334,Rib Injury - Unknown return date,43,0,0,0,93001.jpg,1.2,0,0,Stafylidis,0.0,False,21,i,15,110,18.0,6,1016,0,850,0,0.0,1.4,Stafylidis,0,2017,2017-18,2018-04-01T12:31:19Z,"(2017, 599)",c916cf3e-7bbf-49cd-8976-09954e0a3ae6,DEF
1,5,159,None,None,2,163463,0,0,-5,5,116.7,0,0.0,3,3.0,4.1,9,Papa Alioune,4.6,17,2,55.0,619,False,298.4,0.0,0.0,0.0,0.0,1138,,50,0,0,0,163463.jpg,3.2,0,0,Ndiaye,0.0,False,27,a,15,110,133.0,41,2685,0,1737,0,0.9,8.2,Badou Ndiaye,5,2017,2017-18,None,"(2017, 619)",72f20fa0-af5c-487a-a473-4722415d55d0,MID
0,0,11,None,None,0,200884,0,0,0,0,2.6,0,0.0,4,0.0,-0.1,0,Tyrese,0.4,2,0,4.4,628,False,13.0,0.0,0.0,0.0,0.0,75,,45,0,0,0,200884.jpg,1.0,0,0,Campbell,0.5,False,40,a,15,110,28.0,4,44766,0,20808,0,0.1,0.9,Campbell,0,2017,2017-18,None,"(2017, 628)",df06fde6-363d-4f92-aa32-6a9acc396549,FWD
1,0,27,None,None,0,226029,0,0,0,0,25.4,0,0.0,3,-0.5,0.5,5,Lasse,1.0,1,0,5.5,637,False,29.6,0.0,0.0,0.0,0.0,75,,45,0,0,0,226029.jpg,5.0,0,0,Sorenson,0.0,False,55,a,15,110,0.0,5,228,0,159,0,0.2,1.1,Sorenson,0,2017,2017-18,None,"(2017, 637)",8159463d-9931-43b1-bfb2-40c4f2df9c84,MID
1,1,225,100,100,1,13152,0,0,-3,3,116.9,0,0.0,3,1.9,2.7,6,Andy,2.2,26,3,56.2,201,False,239.8,0.0,0.0,0.0,0.0,1247,,42,0,0,0,13152.jpg,2.3,0,0,King,3.5,False,24,a,16,80,204.0,51,546543,0,409221,0,0.5,12.1,King,2,2017,2017-18,2018-02-01T10:31:19Z,"(2017, 201)",4e18cb0b-1f46-4566-9978-27c8b67f462b,MID
